"docid"	"earliestdate"	"actualdate"	"tags"	"author"	"title"	"gender"	"nationality"	"authsvols"	"lastname"
"uc1.b3569309"	1902	1902	"elite"	"Van Dyke, Henry"	"The blue flower"	"m"	"us"	54	"Van"
"nyp.33433074902291"	1902	1902	"vulgar"	"Montagu, Lily H"	"Broken stalks"	"f"	"uk"	1	"Montagu"
"nyp.33433075758163"	1902	1902	"presentaselite"	"Wells, H. G"	"The sea lady"	"m"	"uk"	154	"Wells"
"mdp.39015029736793"	1902	1902	"elite"	"Stimson, Frederic Jesup"	"Jethro Bacon of Sandwich ; The weaker sex"	"m"	"us"	26	"Stimson"
"nyp.33433076074503"	1902	1902	"elite"	"Wharton, Edith"	"The valley of decision;"	"f"	"us"	121	"Wharton"
"nyp.33433074877410"	1902	1902	"elite"	"King, Maude Egerton Hine"	"Bread and wine"	"f"	"uk"	1	"King"
"mdp.39015063946241"	1903	1903	"elite"	"Page, Thomas Nelson"	"Gordon Keith"	"m"	"us"	156	"Page"
"njp.32101063580995"	1903	1903	"vulgar"	"Isham, Frederick Stewart"	"Under the rose"	"m"	"us"	19	"Isham"
"wu.89006378830"	1903	1903	"vulgar"	"Mitchell, John Ames"	"The pines of Lory"	"m"	"us"	26	"Mitchell"
"uc1.$b799911"	1903	1903	"elite"	"Stockton, Frank R"	"The captain's toll-gate"	"m"	"us"	120	"Stockton"
"uc2.ark+=13960=t7cr5nx6g"	1903	1903	"vulgar"	"Smith, Arthur Cosslett"	"The turquoise cup"	"m"	"us"	4	"Smith"
"mdp.39015063959897"	1903	1903	"elite"	"Seawell, Molly Elliot"	"The fortunes of Fifi"	"f"	"us"	45	"Seawell"
"nyp.33433022469757"	1903	1903	"elite"	"Roseboro', Viola"	"The joyous heart"			1	"Roseboro'"
"nyp.33433075723480"	1903	1903	"vulgar"	"Rogers, Robert L"	"Tom Johnson"			2	"Rogers"
"uc2.ark+=13960=t8gf0ng5c"	1903	1903	"vulgar"	"Richards, Laura Elizabeth Howe"	"The golden windows"	"f"	"us"	95	"Richards"
"nyp.33433076042153"	1903	1903	"elite"	"Trumbull, Annie Eliot"	"Life's common way"	"f"	"us"	6	"Trumbull"
"nyp.33433076054059"	1903	1903	"vulgar"	"Owen, Rye"	"Red-headed gill"	"m"	"us"	1	"Owen"
"nyp.33433076060049"	1903	1903	"vulgar"	"Palmer, Frederick"	"The vagabond"	"m"	"us"	27	"Palmer"
"uc2.ark+=13960=t7vm4gd68"	1903	1903	"elite"	"Moore, George"	"The untilled field"	"m"	"ir"	216	"Moore"
"njp.32101066457811"	1903	1903	"elite"	"Converse, Florence"	"Long Will"	"f"	"us"	9	"Converse"
"nyp.33433076045925"	1903	1903	"elite"	"Miller, Alice Duer"	"The modern obstacle"	"f"	"us"	20	"Miller"
"uc2.ark+=13960=t5x63bj5g"	1903	1903	"elite"	"Smith, Francis Hopkinson"	"The under dog"	"m"	"us"	155	"Smith"
"nyp.33433074797519"	1903	1903	"vulgar"	"Brady, Cyrus Townsend"	"The bishop;"	"m"	"us"	115	"Brady"
"nyp.33433074876156"	1903	1903	"vulgar"	"MacGregor, Hector"	"The souter's lamp"			1	"MacGregor"
"mdp.39015059386071"	1903	1903	"vulgar"	"Ade, George"	"In Babel;"	"m"	"us"	61	"Ade"
"uc2.ark+=13960=t4wh2g65s"	1903	1903	"vulgar"	"Andrews, Mary Raymond Shipman"	"A kidnapped colony"	"f"	"us"	54	"Andrews"
"mdp.39015063939782"	1903	1903	"elite"	"Loomis, Charles Battell"	"Cheerful Americans"	"m"	"us"	25	"Loomis"
"uc2.ark+=13960=t2794111g"	1903	1903	"elite"	"Fox, John"	"The little shepherd of Kingdom Come"	"m"	"us"	66	"Fox"
"nyp.33433076042989"	1903	1903	"vulgar"	"Meekins, Lynn Roby"	"Adam Rush;"	"f"	"us"	5	"Meekins"
"nyp.33433075861348"	1903	1903	"vulgar"	"Young, Florence Ethel Mills"	"The triumph of Jill"	"f"	"uk"	3	"Young"
"uc2.ark+=13960=t1fj2bd0w"	1904	1904	"elite"	"Kelly, Myra"	"Little citizens"	"f"	"ir"	9	"Kelly"
"nyp.33433074872130"	1904	1916	"vulgar"	"Hudson, W. H"	"Green Mansions"	"m"	"uk"	57	"Hudson"
"mdp.39015063952751"	1904	1904	"presentaselite"	"Sedgwick, Anne Douglas"	"Paths of judgement"	"f"	"uk"	50	"Sedgwick"
"uc2.ark+=13960=t3zs2n00v"	1904	1904	"vulgar"	"Grimm, George"	"Pluck"	"m"	"us"	1	"Grimm"
"mdp.39015030198637"	1904	1904	"vulgar"	"Watanna, Onoto"	"Daughters of Nijo"	"f"	"ca"	24	"Watanna"
"uc2.ark+=13960=t8rb6wq8k"	1905	1905	"elite"	"Chambers, Robert W"	"The reckoning"	"m"	"us"	140	"Chambers"
"uc2.ark+=13960=t8v980b3t"	1905	1905	"vulgar"	"Dickson, Thomas"	"The clansman"	"m"	"us"	52	"Dickson"
"uc2.ark+=13960=t72v2dq8z"	1905	1905	"vulgar"	"Elliott, Maud Howe"	"Two in Italy"	"f"	"us"	12	"Elliott"
"uc2.ark+=13960=t14m91k99"	1905	1905	"elite"	"Davis, Norah"	"The northerner"	"f"	"us"	4	"Davis"
"mdp.39015066068613"	1907	1916	"elite"	"Conrad, Joseph"	"The secret agent;"	"m"	"uk"	433	"Conrad"
"uc2.ark+=13960=t52f7sh9h"	1907	1907	"elite"	"Buckley, William"	"Cambia Carty and other stories"	"m"	"ir"	3	"Buckley"
"mdp.39015063924636"	1907	1907	"presentaselite"	"Phillpotts, Eden"	"The whirlwind"	"m"	"uk"	283	"Phillpotts"
"nyp.33433074865787"	1907	1907	"elite"	"Jepson, Edgar"	"The four philanthropists"	"m"	"uk"	19	"Jepson"
"uc2.ark+=13960=t9862fb3w"	1907	1907	"elite"	"Ellis, Havelock"	"Kit's woman; a Cornish idyll"	"m"	"uk"	9	"Ellis"
"umn.319510020976254"	1907	1907	"vulgar"	"Gaskell, Catherine Milnes"	"Prose idyls of the West Riding"	"f"	"uk"	4	"Gaskell"
"nyp.33433074854625"	1907	1907	"elite"	"Fox-Davies, Arthur Charles"	"The Mauleverer murders"	"m"	"uk"	6	"Fox-Davies"
"uc2.ark+=13960=t21c1wq1g"	1907	1907	"vulgar"	"Davis, M. E. M"	"The price of silence"	"f"	"us"	14	"Davis"
"uc2.ark+=13960=t1rf5zh8f"	1907	1907	"elite"	"Crockett, S. R"	"Me and Myn"	"m"	"uk"	146	"Crockett"
"uc2.ark+=13960=t5p846g0d"	1907	1907	"elite"	"Dalziel, James"	"In the first watch"	"m"	"uk"	1	"Dalziel"
"mdp.49015000915109"	1907	1907	"elite"	"Bennett, Arnold"	"The grim smile of the Five Towns"	"m"	"uk"	190	"Bennett"
"mdp.39015059415789"	1907	1907	"vulgar"	"Nicholson, Meredith"	"The port of missing men"	"m"	"us"	40	"Nicholson"
"uc2.ark+=13960=t3rv0fp5t"	1907	1907	"vulgar"	"Laughlin, Clara E"	"Felicity"	"f"	"us"	28	"Laughlin"
"uc2.ark+=13960=t08w3g41f"	1907	1907	"elite"	"Quiller-Couch, Arthur"	"Major Vigoureux"	"m"	"uk"	89	"Quiller-Couch"
"uc2.ark+=13960=t0tq5tt8x"	1907	1907	"vulgar"	"Fleming, Geraldine"	"Her priceless love"	"m"	"us"	3	"Fleming"
"uc2.ark+=13960=t4kk98b83"	1907	1907	"elite"	"Whitlock, Brand"	"The turn of the balance"	"m"	"us"	21	"Whitlock"
"inu.30000104239052"	1907	1907	"vulgar"	"Reddall, Henry Frederic"	"Wit and humor of women;"	"m"	"us"	12	"Reddall"
"nyp.33433076048002"	1907	1907	"vulgar"	"Rives, Hallie"	"Satan Sanderson"	"f"	"us"	0	"Rives"
"nyp.33433074942545"	1907	1908	"elite"	"Copping, Arthur E"	"Gotty and the guv'nor;"	"m"	"uk"	5	"Copping"
"nyp.33433076058274"	1908	1908	"vulgar"	"Travis, Elma A"	"The cobbler"	"f"	"us"	1	"Travis"
"njp.32101063581076"	1908	1908	"vulgar"	"Jacobs, W. W"	"Salthaven"	"m"	"uk"	89	"Jacobs"
"uc2.ark+=13960=t9q23wb8q"	1908	1908	"elite"	"Stacpoole, H. De Vere"	"The blue lagoon"	"m"	"ir"	23	"Stacpoole"
"mdp.39015030855798"	1908	1908	"vulgar"	"Rex, Beach"	"The barrier"	"m"	"us"	0	"Rex"
"uc2.ark+=13960=t4sj1gm8n"	1908	1908	"elite"	"Phillpotts, Eden"	"The mother"	"m"	"uk"	283	"Phillpotts"
"coo.31924013218056"	1908	1908	"elite"	"Robins, Elizabeth"	"The convert"	"f"	"us"	23	"Robins"
"nyp.33433076094402"	1908	1908	"vulgar"	"Knapp, Adeline"	"The well in the desert"	"f"	"us"	5	"Knapp"
"nyp.33433112053750"	1909	1909	"elite"	"Upward, Allen"	"Lord Alistair's Rebellion"	"m"	"uk"	7	"Upward"
"coo.31924013587674"	1909	1909	"vulgar"	"Benson, E. F"	"The climber"	"m"	"uk"	157	"Benson"
"uc2.ark+=13960=t0qr4pk66"	1909	1909	"vulgar"	"Whitaker, Herman"	"The planter"	"m"	"us"	12	"Whitaker"
"njp.32101063581712"	1909	1909	"vulgar"	"King, Basil"	"The inner shrine"	"m"	"us"	40	"King"
"mdp.39015011425389"	1909	1909	"elite"	"Glyn, Elinor"	"Three weeks"	"f"	"us"	42	"Glyn"
"coo.31924012963785"	1909	1910	"elite"	"Chesterton, G. K"	"The ball and the cross"	"m"	"uk"	28	"Chesterton"
"mdp.39015063511946"	1909	1909	"vulgar"	"Dejeans, Elizabeth"	"The winning chance"	"f"	"us"	17	"Dejeans"
"uc2.ark+=13960=t8kd1r66g"	1910	1910	"vulgar"	"Henry, O"	"Strictly business"	"m"	"us"	237	"Henry"
"uc2.ark+=13960=t8qb9wx9k"	1910	1910	"elite"	"James, Winifred"	"Letters to my son"	"f"	"au"	4	"James"
"mdp.39015025363139"	1910	1910	"remove"	"Jacobs, Joseph"	"Indian fairy tales"			28	"Jacobs"
"uc1.b4512697"	1910	1910	"vulgar"	"Kingsbury, Carl Louis"	"The mystery at the Carroll ranch"	"m"	"us"	5	"Kingsbury"
"mdp.49015000979592"	1911	1911	"elite"	"Galsworthy, John"	"The patrician"	"m"	"uk"	226	"Galsworthy"
"uc2.ark+=13960=t0ns0m20z"	1911	1911	"vulgar"	"Barr, Amelia Edith Huddleston"	"A maid of old New York"	"f"	"uk"	144	"Barr"
"uc1.b3123461"	1911	1911	"vulgar"	"anonymous7"	"The Wit and humor of America"		"us"	0	"anonymous7"
"nyp.33433074863279"	1911	1911	"elite"	"Hewlett, Maurice"	"Brazenhead the Great"	"m"	"uk"	142	"Hewlett"
"uiug.30112001317798"	1911	1911	"elite"	"Wharton, Edith"	"Ethan Frome"	"f"	"us"	121	"Wharton"
"inu.32000001384124"	1911	1911	"vulgar"	"Benson, Robert Hugh"	"The dawn of all"	"m"	"uk"	35	"Benson"
"uc1.b3346792"	1911	1911	"elite"	"Gibbon, Perceval"	"Margaret Harding"	"m"	"za"	8	"Gibbon"
"nyp.33433074919584"	1912	1912	"elite"	"Alexander, Mirian"	"Beyond the law"	"f"	"uk"	1	"Alexander"
"nnc1.cr61143707"	1912	1914	"elite"	"Davis, William Stearns"	"The friar of Wittenberg"	"m"	"us"	12	"Davis"
"nyp.33433076089220"	1912	1912	"elite"	"Kennedy, Sidney R"	"White ashes"	"m"		3	"Kennedy"
"nyp.33433076051329"	1912	1912	"vulgar"	"Maniates, Belle Kanaris"	"David Dunne;"	"f"	"ca"	13	"Maniates"
"uc1.b4103059"	1912	1912	"vulgar"	"Stratton-Porter, Gene"	"The harvester"	"f"	"us"	44	"Stratton-Porter"
"uc1.32106005398463"	1912	1912	"elite"	"Cather, Willa"	"Alexander's Bridge"	"f"	"us"	70	"Cather"
"mdp.39015030750981"	1913	1913	"elite"	"Herrick, Robert"	"One woman's life"	"u"	"us"	59	"Herrick"
"mdp.39015030017886"	1913	1924	"elite"	"Bojer, Johan"	"The Prisoner Who Sang"	"m"	"no"	42	"Bojer"
"uc1.b3486106"	1913	1913	"vulgar"	"Cunninghame Graham, R. B"	"A hatchment"	"m"	"uk"	23	"Cunninghame"
"nyp.33433074929450"	1913	1913	"vulgar"	"Brebner, Percy James"	"The little gray shoe;"	"m"	"uk"	13	"Brebner"
"uc2.ark+=13960=t1cj87x20"	1913	1913	"vulgar"	"Bower, B. M"	"The gringos"	"f"	"us"	42	"Bower"
"nyp.33433074815576"	1913	1913	"elite"	"Bullard, Arthur"	"Comrade Yetta"	"m"	"us"	8	"Bullard"
"uc2.ark+=13960=t9n29rc1s"	1913	1913	"elite"	"Goldie, V"	"The declension of Henry D'Albiac"	"m"	"uk"	3	"Goldie"
"mdp.39015059447527"	1913	1913	"vulgar"	"Comfort, Will Levington"	"The road of living men;"	"m"	"us"	28	"Comfort"
"uc2.ark+=13960=t26971c28"	1913	1913	"vulgar"	"Holmes, Richard S"	"Bradford Horton: Man"	"m"	"us"	5	"Holmes"
"uc2.ark+=13960=t1qf91x3f"	1913	1913	"elite"	"Mackenzie, Compton"	"Sinister street"	"m"	"uk"	38	"Mackenzie"
"mdp.39015063550324"	1913	1913	"presentaselite"	"Harrison, Henry"	"V V's eyes"	"m"	"us"	0	"Harrison"
"uc2.ark+=13960=t8v982h89"	1913	1913	"elite"	"Snaith, J. C"	"An affair of state"	"m"	"uk"	23	"Snaith"
"coo1.ark+=13960=t49p3m963"	1913	1913	"elite"	"Sinclair, Upton"	"Sylvia: a novel"	"m"	"us"	85	"Sinclair"
"loc.ark+=13960=t5gb2z75v"	1913	1913	"vulgar"	"Grayson, David"	"The friendly road"	"m"	"us"	15	"Grayson"
"loc.ark+=13960=t2h718d7v"	1914	1914	"vulgar"	"Lynn, Margaret"	"A stepdaughter of the prairie"	"f"	"us"	3	"Lynn"
"nyp.33433076076334"	1914	1914	"vulgar"	"Hartman, Lee Foster"	"The white sapphire;"	"m"	"us"	1	"Hartman"
"mdp.39015063959657"	1914	1914	"elite"	"Walpole, Hugh"	"The Duchess of Wrexe, her decline and death;"	"m"	"uk"	106	"Walpole"
"nyp.33433074954763"	1914	1914	"vulgar"	"Cullum, Ridgwell"	"The law breakers"	"m"	"uk"	33	"Cullum"
"umn.319510020466601"	1914	1914	"elite"	"Norris, Frank"	"Vandover and the Brute"	"m"	"us"	81	"Norris"
"uc1.b3862879"	1914	1914	"elite"	"Herrick, Robert"	"Clark's Field"	"m"	"us"	59	"Herrick"
"inu.30000011866658"	1914	1914	"vulgar"	"Weyman, Stanley John"	"Under the red robe"	"m"	"uk"	116	"Weyman"
"mdp.39015030710860"	1915	1915	"elite"	"Poole, Ernest"	"The harbor"	"m"	"us"	30	"Poole"
"mdp.39015000666704"	1915	1915	"elite"	"Ford, Ford Madox"	"The Good Soldier"	"m"	"uk"	66	"Ford"
"inu.32000011500214"	1916	1916	"vulgar"	"Burroughs, Edgar Rice"	"The beasts of Tarzan"	"m"	"us"	28	"Burroughs"
"mdp.39015011506139"	1916	1918	"elite"	"Lewis, Wyndham"	"Tarr"	"m"	"uk"	16	"Lewis"
"nyp.33433074840681"	1916	1918	"vulgar"	"Curwood, James Oliver"	"The grizzly king"	"m"	"us"	73	"Curwood"
"nyp.33433074865779"	1916	1916	"elite"	"Howells, William Dean"	"The Leatherwood god"	"m"	"us"	327	"Howells"
"mdp.39015009020440"	1916	1916	"vulgar"	"Mundy, Talbot"	"King of the Khyber rifles"	"m"	"uk"	18	"Mundy"
"nyp.33433074863766"	1916	1916	"elite"	"Joyce, James"	"A portrait of the artist as a young man"	"m"	"ir"	8	"Joyce"
"uc2.ark+=13960=t0qr4qx3n"	1917	1917	"vulgar"	"Oppenheim, E Phillips"	"The hillman"	"m"	"uk"	0	"Oppenheim"
"uc2.ark+=13960=t6057f51x"	1917	1917	"vulgar"	"Rhodes, Eugene Manlove"	"West is west"	"m"	"us"	21	"Rhodes"
"nyp.33433074935077"	1917	1918	"elite"	"Cannan, Gilbert"	"The stucco house"	"m"	"uk"	29	"Cannan"
"uc2.ark+=13960=t2794143s"	1917	1917	"vulgar"	"Burroughs, Edgar Rice"	"A princess of Mars"	"m"	"us"	28	"Burroughs"
"uc2.ark+=13960=t5x63cb4q"	1917	1917	"elite"	"Wharton, Edith"	"Summer"	"f"	"us"	121	"Wharton"
"uc2.ark+=13960=t5r787t41"	1917	1917	"elite"	"Richardson, Dorothy M"	"Backwater"	"f"	"uk"	16	"Richardson"
"uc2.ark+=13960=t4zg6jp9m"	1917	1917	"elite"	"Goldring, Douglas"	"The fortune;"	"m"	"uk"	10	"Goldring"
"nyp.33433074864434"	1917	1917	"vulgar"	"Gorell, Ronald Gorell Barnes"	"In the night"	"m"	"uk"	1	"Gorell"
"mdp.39015008628714"	1918	1918	"elite"	"West, Rebecca"	"The return of the soldier"	"f"	"uk"	14	"West"
"uc2.ark+=13960=t57d2zz9q"	1918	1918	"presentaselite"	"Stockton, Frank R"	"The story of Viteau"	"m"	"us"	120	"Stockton"
"loc.ark+=13960=t7jq1gh0t"	1918	1918	"vulgar"	"Krunich, Milutin"	"Serbia crucified;"	"m"	"serbian"	6	"Krunich"
"mdp.39015002714957"	1919	1919	"elite"	"Richardson, Dorothy M"	"The Tunnel"	"f"	"uk"	16	"Richardson"
"mdp.39015014365145"	1919	1919	"elite"	"Woolf, Virginia"	"Night and Day"	"f"	"uk"	31	"Woolf"
"nyp.33433074920772"	1919	1919	"vulgar"	"Bailey, H. C. (Henry Christopher)"	"The gamesters"	"m"	"uk"	21	"Bailey"
"nyp.33433074943097"	1919	1919	"vulgar"	"Comstock, Sarah"	"The valley of vision"	"f"	"us"	3	"Comstock"
"uc2.ark+=13960=t8cf9kp28"	1919	1919	"elite"	"Cabell, James Branch "	"Jurgen: A Comedy of Justice"	"m"	"us"	0	"Cabell"
"mdp.39015030755501"	1919	1919	"elite"	"Johnston, Sir Harry"	"The Gay-Dombeys"	"m"	"uk"	15	"Johnston"
"mdp.39015019967010"	1919	1924	"vulgar"	"Bergman, Hjalmar"	"God's orchid;"	"m"	"sw"	1	"Bergman"
"uc2.ark+=13960=t10p0wz08"	1919	1920	"vulgar"	"Burroughs, Edgar Rice"	"Tarzan the untamed"	"m"	"us"	28	"Burroughs"
"uc2.ark+=13960=t94748z1s"	1919	1920	"vulgar"	"Jacobs, W. W"	"Deep waters"	"m"	"uk"	89	"Jacobs"
"mdp.39015063739802"	1919	1919	"vulgar"	"Andrews, Mary Raymond Shipman"	"Joy in the morning"	"f"	"us"	54	"Andrews"
"nyp.33433074807748"	1919	1919	"vulgar"	"Brand, Max"	"The untamed"	"m"	"us"	17	"Brand"
"uc2.ark+=13960=t58c9t183"	1919	1919	"vulgar"	"Watson, Robert"	"The girl of O. K. Valley"	"m"	"us"	3	"Watson"
"uc1.a0001253111"	1920	1920	"elite"	"O. Douglas"	"Penny Plain"	"f"	"uk"	0	"anonymous_O"
"uc2.ark+=13960=t7sn04s0c"	1920	1920	"elite"	"Gibbs, Philip"	"Back to Life"	"m"	"uk"	48	"Gibbs"
"mdp.39015025919393"	1920	1920	"vulgar"	"Weaver, Sarah Harbine"	"The doings of Jane"	"f"	"us"	1	"Weaver"
"uc2.ark+=13960=t8gf0p99g"	1920	1920	"elite"	"Frank, Waldo"	"The Dark Mother"	"m"	"us"	18	"Frank"
"uc2.ark+=13960=t80k2765m"	1920	1920	"vulgar"	"Darlington, William Aubrey"	"Alf's button"	"m"	"uk"	2	"Darlington"
"pst.000005408344"	1920	1920	"elite"	"Golding, Louis"	"Forward from Babylon"	"m"	"uk"	13	"Golding"
"uc2.ark+=13960=t6k06xn34"	1920	1920	"vulgar"	"Deprend, Jeffrey"	"The golden poppy;"	"m"	"us"	3	"Deprend"
"nyp.33433075727689"	1920	1920	"vulgar"	"Footner, Hulbert"	"The fur bringers"	"m"	"ca"	23	"Footner"
"uc2.ark+=13960=t78s4kj2t"	1920	1920	"elite"	"Cather, Willa"	"Youth and the Bright Medusa"	"f"	"us"	70	"Cather"
"njp.32101071958951"	1920	1920	"elite"	"Chekhov, Anton"	"The Chorus Girl and Other Stories "	"m"	"ru"	87	"Chekhov"
"uc2.ark+=13960=t0sq8tp41"	1920	1920	"elite"	"Bullard, Arthur"	"The Stranger"	"m"	"us"	8	"Bullard"
"uc2.ark+=13960=t90865h7g"	1920	1920	"vulgar"	"Norris, Kathleen Thompson"	"Harriet and the piper"	"f"	"us"	0	"Norris"
"nyp.33433074795042"	1920	1920	"vulgar"	"Wood, Clement"	"Mountain"	"m"	"us"	4	"Wood"
"nyp.33433074823026"	1921	1921	"vulgar"	"Bardeen, C. W. (Charles William)"	"Castiron Culver"	"m"	"us"	9	"Bardeen"
"njp.32101067707461"	1921	1921	"elite"	"Algernon Blackwood"	"The Bright Messenger"	"m"	"uk"	51	"Algernon"
"wu.89098985260"	1921	1921	"elite"	"Swinnerton, Frank"	"Coquette"	"m"	"uk"	59	"Swinnerton"
"nyp.33433074947106"	1921	1921	"vulgar"	"Cody, H. A. (Hiram Alfred)"	"Jess of the Rebel trail"	"m"	"ca"	14	"Cody"
"uc2.ark+=13960=t9x060q9p"	1921	1921	"elite"	"Bibesco, Elizabeth"	"I Have Only Myself to Blame"	"f"	"uk"	6	"Bibesco"
"hvd.hwpe1q"	1921	1921	"elite"	"Tarkington, Booth"	"Alice Adams"	"m"	"us"	207	"Tarkington"
"nyp.33433074881081"	1921	1921	"elite"	"Marshall, Archibald"	"The Hall and the Grange"	"m"	"uk"	86	"Marshall"
"pst.000006180706"	1921	1922	"elite"	"Stribling, T.S"	"Birthright"	"m"	"us"	0	"Stribling"
"nyp.33433074828116"	1921	1921	"vulgar"	"Baskerville, Beatrice C"	"The enchanted garden"	"f"	"us"	2	"Baskerville"
"uc2.ark+=13960=t4gm83h3w"	1921	1921	"vulgar"	"Oyen, Henry"	"Twisted trails"	"m"	"us"	11	"Oyen"
"nyp.33433074920640"	1921	1921	"vulgar"	"Ayres, Ruby M. (Ruby Mildred)"	"The marriage of Barry Wicklow"	"f"	"uk"	13	"Ayres"
"nyp.33433074853726"	1921	1921	"vulgar"	"Dorr, Henry G"	"Mohawk Peter"	"m"	"us"	1	"Dorr"
"uc2.ark+=13960=t1wd3r010"	1921	1921	"elite"	"Haldeman-Julius, Emanuel and Anna Marcet"	"Dust"	"m"	"us"	3	"Haldeman-Julius"
"uc2.ark+=13960=t39z9256f"	1922	1922	"vulgar"	"Travers, John"	"The Mortimers"	"m"		2	"Travers"
"uc2.ark+=13960=t6833w53j"	1922	1922	"vulgar"	"Bruce, Mary Grant"	"The stone axe of Burkamukk"	"f"	"au"	1	"Bruce"
"nyp.33433107875183"	1922	1922	"elite"	"Garnett, David"	"Lady into Fox"	"m"	"uk"	27	"Garnett"
"nyp.33433043076763"	1922	1922	"vulgar"	"Bottome, Phyllis"	"The kingfisher"	"f"	"uk"	23	"Bottome"
"uc1.$b244963"	1922	1922	"elite"	"Stern, G. B"	"The Room"	"f"	"uk"	27	"Stern"
"uc1.$b312450"	1922	1923	"elite"	"Sanborn, Gertrude"	"Veiled Aristocrats"	"f"	"us"	3	"Sanborn"
"uiug.30112042040268"	1922	1922	"elite"	"Sinclair, May"	"Anne Severn and the Fieldings"	"f"	"uk"	66	"Sinclair"
"nyp.33433074800677"	1922	1922	"vulgar"	"Barnett, Ada"	"The man on the other side"	"f"	"us"	1	"Barnett"
"uc2.ark+=13960=t6qz2389j"	1922	1922	"vulgar"	"Linderman, Frank Bird"	"Lige Mounts"	"m"	"us"	14	"Linderman"
"uc1.$b784312"	1922	1927	"vulgar"	"Everett-Green, Evelyn"	"Francesca, | by Cecil Adair."	"f"	"uk"	26	"Everett-Green"
"uc2.ark+=13960=t4jm24n5d"	1922	1922	"elite"	"Gerould, Katharine Fullerton"	"Lost Valley"	"f"	"us"	15	"Gerould"
"uc1.b3810837"	1922	1923	"vulgar"	"Buchan, John"	"The path of the king / | $c: John Buchan."	"m"	"uk"	69	"Buchan"
"uc2.ark+=13960=t6tx36g8z"	1922	1922	"elite"	"Harrison, Henry"	"Saint Teresa"	"m"	"us"	0	"Harrison"
"uc2.ark+=13960=t3gx46m3s"	1922	1922	"vulgar"	"(Alfred Greenwood), Hales, A. G"	"M'Glusky"	"m"	"au"	6	"Alfred"
"nyp.33433076083645"	1922	1922	"elite"	"Gabriel, Gilbert W"	"Jiminy"	"m"	"us"	4	"Gabriel"
"nyp.33433074817366"	1922	1922	"vulgar"	"Crawford, Jack Randall"	"I walked in Arden"	"m"	"us"	2	"Crawford"
"nyp.33433082003272"	1922	1922	"vulgar"	"Newgeon, Walter Bliss"	"Rhesa"	"m"		2	"Newgeon"
"uc1.a0001121284"	1922	1922	"elite"	"Hergesheimer, Joseph"	"Cytherea"	"m"	"us"	76	"Hergesheimer"
"uc1.b3290399"	1922	1922	"elite"	"William McFee"	"Command"	"m"	"uk"	0	"William"
"uc2.ark+=13960=t17m0b24d"	1922	1922	"vulgar"	"Brighouse, Harold"	"Hepplestall's"	"m"	"uk"	4	"Brighouse"
"osu.32435000149807"	1923	1923	"vulgar"	"Ruck, Berta"	"Sir or madam : | a novel / | $c: by Berta Ruck, frontispiece by edward C. Caswell."	"f"	"uk"	15	"Ruck"
"mdp.39015063543840"	1923	1923	"vulgar"	"Broster, Dorothy Kathleen"	"The wounded name, | $c: by D. K. Broster."	"f"	"uk"	1	"Broster"
"mdp.39015031231437"	1923	1923	"elite"	"De la Mare, Walter "	"The Riddle and Other Tales"	"m"	"uk"	39	"De"
"uc1.$b177922"	1923	1923	"vulgar"	"Blasco Ibáñez, Vicente"	"The temptress (La tierra de todos) | $c: by Vicente Blasco Ibañes. Authorized translation by Leo Ongley."	"m"	"es"	55	"Blasco"
"mdp.39015063963345"	1923	1923	"vulgar"	"Van Santvoord, Seymour"	"Octavia; | a tale of ancient Rome, | $c: by Seymour Van Santvoord."	"m"	"us"	1	"Van"
"mdp.39015024086434"	1923	1923	"elite"	"Hawes, Charles Boardman "	"The Dark Frigate: wherein is told the story of Philip Marsham who lived in the time of King Charles and was bred a sailor but came home to England after many hazards by sea and land and fought for the King at Newbury and lost a great inheritance and departed for Barbados in the same ship, by curious chance, in which he had long adventured with the pirates"	"m"	"us"	0	"Hawes"
"uc1.$b243910"	1923	1923	"elite"	"Kaye-Smith, Sheila"	"The End of the House of Alard"	"f"	"uk"	60	"Kaye-Smith"
"mdp.39015066052054"	1923	1923	"elite"	"Dell, Floyd"	"Janet March"	"m"	"us"	21	"Dell"
"uc1.b3327172"	1923	1923	"vulgar"	"Roberts, Morley"	"Followers of the sea; | a set of sea-comedies, | $c: by Morley Roberts."	"m"	"uk"	41	"Roberts"
"osu.32435054215884"	1923	1923	"vulgar"	"Coverdale, Harry"	"The unknown seven : | a detective story / | $c: by Harry Coverdale."	"m"	"us"	1	"Coverdale"
"uc1.$b85950"	1923	1923	"elite"	"Bennett, Arnold"	"Riceyman Steps"	"m"	"uk"	0	"Bennett"
"mdp.39015066053193"	1923	1923	"elite"	"Anderson, Sherwood"	"Many Marriages"	"m"	"us"	34	"Anderson"
"mdp.39015063975869"	1923	1923	"elite"	"Winslow, Thyra Samter"	"Picture Frames"	"f"	"us"	5	"Winslow"
"uc1.$b245181"	1923	1923	"elite"	"Wells, H. G"	"Men Like Gods"	"m"	"uk"	154	"Wells"
"uc1.$b302110"	1923	1923	"elite"	"Nichols, Robert"	"Fantastica"	"m"	"uk"	2	"Nichols"
"osu.32435058038647"	1923	1923	"vulgar"	"Perrin, Clyde"	"The thunderbolt / | $c: by Clyde Perrin."	"m"	"us"	1	"Perrin"
"uc1.$b245138"	1923	1923	"elite"	"Tarkington, Booth"	"The Fascinating Stranger"	"m"	"us"	207	"Tarkington"
