docid	author	title	inferreddate	latestcomp	firstpub	allcopiesofwork	copiesin25yrs	gender	nationality	earlyedition	lastname	imprint	norton	heath	nortonshort	mostdiscussed	preregistered	reviewed	contrast4reviewed	bestseller
mdp.39015063551504	Crockett, S. R	The red axe	1898	1898.0	1898.0	3.0	3.0	m	uk	True	Crockett	London;Smith, Elder and co.;1898.	False	False	False	False	False	True	False	False
nyp.33433076091820	Dickens, Charles,	The works of Charles Dickens	1899	1854.0	1854.0			m	uk		Dickens	London;J.M. Dent;New York;Doubleday & McClure;1899-1903.	False	False	False	False	False	False	False	True
nyp.33433075743090	Scott, Walter,	Guy Mannering; or, The astrologer	1820	1815.0	1815.0			m	uk		Scott	Philadelphia;Maxwell;1820.	False	False	False	False	False	False	False	True
inu.30000104239052	Reddall, Henry Frederic	Wit and humor of women;	1907	1907.0	1907.0	1.0	1.0	m	us	True	Reddall	Philadelphia;G.W. Jacobs & co.;1907	False	False	False	False	False	False	True	False
mdp.39015063551512	Gray, Charles Wright	Dawgs! | an anthology of stories about them, | $c: edited by Charles Wright Gray.	1925	1925.0	1925.0	2.0	2.0	m	us	True	Gray	New York|H. Holt and company|1925.	False	False	False	False	False	False	True	False
nyp.33433074873880	Scott, Walter,	The lady of the lake	1810	1810.0	1810.0			m	uk		Scott		False	False	False	False	False	False	False	True
mdp.39015066054928	McMillan, Terry	Waiting to exhale	1992	1992.0		1.0	1.0			True	McMillan	New York, N.Y., U.S.A.|Viking|1992.	False	False	False	False	False	False	False	True
mdp.39015073390984	Sinclair, Upton	Boston	1928	1928.0	1928.0			m	us		Sinclair		False	False	False	False	False	True	False	False
uc2.ark+=13960=t8rb7005b	Charles, Elizabeth Rundle	Winifred Bertram and the world she lived in	1866	1866.0	1866.0			f	uk		Charles	New York;M. W. Dodd;1866.	False	False	False	False	False	True	False	False
uc2.ark+=13960=t5q815z5v	Harte, Bret	The luck of Roaring Camp	1869	1869.0	1869.0			m	us		Harte	Boston;New York;Houghton Mifflin company;1869].	False	False	False	False	False	True	False	False
uc1.32106015865600	Rice, Anne	The queen of the damned	1988	1988.0		1.0	1.0			True	Rice	New York|Knopf|Distributed by Random House|1988.	False	False	False	False	False	False	False	True
uc2.ark+=13960=t6542jz09	Johnston, Mary	Sir Mortimer	1904	1904.0		2.0	2.0			True	Johnston	London;A. Constable;1904;(1915 printing)	False	False	False	False	False	False	False	True
uc1.b4101375	Burnand, F. C	The real adventures of Robinson Crusoe	1893	1893.0	1893.0	4.0	4.0	m	uk	True	Burnand	London;Bradbury, Agnew, & co., ld.;1893.	False	False	False	False	False	False	True	False
mdp.39015020720481	Hemingway, Ernest	For Whom the Bell Tolls	1940	1940.0	1940.0			m	us		Hemingway	New York|Scribner|1940.	False	False	False	False	False	True	False	False
nyp.33433076050818	Peattie, Elia Wilkinson	The shape of fear, and other ghostly tales	1904	1898.0	1898.0	1.0	1.0	f	us	True	Peattie	New York;Macmillan;1904.	False	False	False	False	False	True	False	False
wu.89087910576	Towers, Frances	Tea with Mr. Rochester, and other stories.	1949	1949.0	1949.0	1.0	1.0	f	uk	True	Towers	London|Michael Joseph|1949	False	False	False	False	False	False	True	False
nnc1.cu58327010	O'Reilly, Bernard	The two brides	1879	1879.0	1879.0	1.0	1.0	m	ir	True	O'Reilly	New York;G. W. Carleton;1879.	False	False	False	False	False	False	True	False
mdp.39015003940932	Glasgow, Ellen Anderson Gholson,	Life and Gabriella;	1916	1916.0	1916.0						Glasgow	Garden City, N.Y.;Doubleday, Page & company;1916.	False	False	False	False	False	False	False	True
mdp.39015048550019	Parker, Dorothy	Laments for the Living	1930	1930.0	1930.0	4.0	4.0	f	us	True	Parker	New York|Viking Press|1930.	False	False	False	False	False	True	False	False
nyp.33433074935077	Cannan, Gilbert	The stucco house	1918	1917.0	1917.0	1.0	1.0	m	uk	True	Cannan	New York;George H. Doran Company;c1918	False	False	False	False	False	True	False	False
uc1.32106009338523	Updike, John	Rabbit redux	1971	1971.0		2.0	2.0			True	Updike	New York|Alfred A. Knopf|1971.	False	False	False	False	False	False	False	True
njp.32101068972775	Lawrence, George A	Anteros	1871	1869.0	1869.0	1.0	1.0	m	uk	True	Lawrence	New York;Harper & Bros.;1871.	False	False	False	False	False	True	False	False
nyp.33433076066061	Flagg, W. J	A good investment	1872	1872.0	1872.0	1.0	1.0	m	us	True	Flagg	New York;Harper & Brothers;1872.	False	False	False	False	False	True	False	False
mdp.39015078550053	Defoe, Daniel,	Robinson Crusoe	1815	1719.0	1719.0			m	uk		Defoe		False	False	False	False	False	False	False	True
mdp.39015054024453	Grisham, John	The street lawyer	1998	1998.0		1.0	1.0			True	Grisham	New York|Doubleday|c1998.	False	False	False	False	False	False	False	True
mdp.39015047678548	Cholmondeley, Alice.	Christine	1917	1917.0	1917.0						Cholmondeley	New York;The Macmillan company;1917.	False	False	False	False	False	False	False	True
uc1.31822035081835	Ray, Tom	Yellowstone red / | $c: by Tom Ray	1948	1948.0	1948.0	1.0	1.0	m	us	True	Ray	Philadelphia|Dorrance & co.|c1948	False	False	False	False	False	False	True	False
uc2.ark+=13960=t1jh3f35g	Kester, Vaughan	The prodigal judge	1911	1911.0		6.0	6.0			True	Kester	Indianapolis;The Bobbs-Merrill Company;c1911	False	False	False	False	False	False	False	True
umn.31951p001743923	Beckett, Samuel	Murphy	1969	1938.0	1938.0	1.0	1.0	m	uk	False	Beckett	London|Calder & Boyars|1969, c1938.	False	False	False	False	False	True	False	False
nyp.33433034410054	Carey, Rosa Nouchette	Nellie's memories;	1880	1880.0	1880.0	1.0	1.0	f	uk	True	Carey	London;R. Bentley and Son;1880.	False	False	False	False	False	False	True	False
nyp.33433074865787	Jepson, Edgar	The four philanthropists	1907	1907.0	1907.0	1.0	1.0	m	uk	True	Jepson	New York;Cupples & Leon Co.;c1907.	False	False	False	False	False	True	False	False
uc2.ark:/13960/t9t14vb9r	Ellis, J. Breckenridge	Fran	1912	1912.0	1912.0						Ellis		False	False	False	False	False	False	False	True
mdp.49015000870908	King, Stephen	Four past midnight	1990	1990.0		1.0	1.0			True	King	New York, N.Y.|Viking|c1990.	False	False	False	False	False	False	False	True
nyp.33433074955141	Tennyson, Alfred Tennyson,	Poems	1846	1842.0	1842.0						Tennyson		False	False	False	False	False	False	False	True
uc2.ark+=13960=t4rj4df5z	Mitchell, Donald Grant	Dream life	1869	1851.0	1851.0	3.0	2.0	m	us	True	Mitchell	New York;C. Scribner and company;1869, [c1863	False	False	False	False	False	False	True	False
uc2.ark+=13960=t5p846g0d	Dalziel, James	In the first watch	1907	1907.0	1907.0	1.0	1.0	m	uk	True	Dalziel	London;T. Fisher Unwin;1907.	False	False	False	False	False	True	False	False
uiuo.ark+=13960=t2794f36r	Allardyce, Alexander	The city of sunshine	1877	1877.0	1877.0	4.0	4.0	m	uk	True	Allardyce	Edinburgh [Lothian;William Blackwood;1877.	False	False	False	False	False	True	False	False
uc2.ark+=13960=t7cr5nx6g	Smith, Arthur Cosslett	The turquoise cup	1903	1903.0	1903.0	1.0	1.0	m	us	True	Smith	New York;Scribner;1903.	False	False	False	False	False	False	True	False
uc2.ark+=13960=t7cr5nv4m	Jackson, Helen Hunt	Ramona	1889	1884.0	1884.0	4.0	1.0	f	us	True	Jackson	Boston;Roberts Brothers;1889.	False	False	False	False	False	True	False	False
mdp.39015030356045	Green, Julian	The Closed Garden	1928	1928.0	1928.0			m	us		Green	New York|Harper|1928.	False	False	False	False	False	True	False	False
pst.000032220704	Caldwell, Taylor	Dear and glorious physician	1959	1959.0		1.0	1.0			True	Caldwell	Cutchogue, N.Y.|Buccaneer Books|c1959.	False	False	False	False	False	False	False	True
nyp.33433075723480	Rogers, Robert L	Tom Johnson	1903	1903.0	1903.0						Rogers	New York;F. T. Neely;c1903	False	False	False	False	False	False	True	False
uiuo.ark+=13960=t7dr3dc21	Middlemass, Jean	Sackcloth and broadcloth	1881	1881.0	1881.0	3.0	3.0	f	uk	True	Middlemass	London;Tinsley brothers;1881.	False	False	False	False	False	False	True	False
mdp.39015002725615	Ferber, Edna	Come and get it	1936	1936.0		1.0	1.0			True	Ferber	Garden City, N.Y.|Doubleday, Doran & company|1936.	False	False	False	False	False	False	False	True
uc1.b3387887	Flandrau, Charles Macomb	The diary of a freshman	1907	1901.0	1901.0			m	us		Flandrau	New York;A. Wessels company;1907.	False	False	False	False	False	False	True	False
nyp.33433076089220	Kennedy, Sidney R	White ashes	1912	1912.0	1912.0	1.0	1.0	m		True	Kennedy	New York;The Macmillan Company;1912.	False	False	False	False	False	True	False	False
mdp.39015040577127	Evans, Richard Paul	The letter	1997	1997.0		1.0	1.0			True	Evans	New York|Simon & Schuster|c1997.	False	False	False	False	False	False	False	True
uc1.$b802363	Underwood, Charlotte	The dark glass,	1944	1944.0	1944.0	1.0	1.0	f	us	True	Underwood	New York|London|Harper & brothers|1944	False	False	False	False	False	False	True	False
uc2.ark+=13960=t3rv0fp5t	Laughlin, Clara E	Felicity	1907	1907.0	1907.0	3.0	3.0	f	us	True	Laughlin	New York;C. Scribner's sons;1907.	False	False	False	False	False	False	True	False
mdp.39015040127014	Stewart, Mary	The last enchantment	1979	1943.0		2.0	2.0			False	Stewart	New York|Morrow|1979.	False	False	False	False	False	False	False	True
uc1.$b56291	Allen, Hervey	Action at Aquila	1938	1938.0		3.0	3.0			True	Allen	New York|Farrar & Rinehart|c1938.	False	False	False	False	False	False	False	True
uc2.ark+=13960=t21c1zs54	Broughton, Rhoda	Joan	1876	1876.0	1876.0			f	uk		Broughton	London;R. Bentley;1876.	False	False	False	False	False	True	False	False
nyp.33433074840681	Curwood, James Oliver	The grizzly king	1918	1916.0	1916.0	3.0	3.0	m	us	True	Curwood	New York;Grosset & Dunlap;c1918	False	False	False	False	False	False	True	False
uc1.b250128	Le Fanu, Joseph Sheridan	Uncle Silas	1864	1864.0	1864.0	3.0	3.0	m	ir	True	Le	London;R. Bentley;1864.	False	False	False	False	False	True	False	False
mdp.39015047531150	Lewis, Sinclair,	Babbitt	1922	1922.0	1922.0						Lewis	New York;P. F. Collier & Son Corp.;c1922	False	False	False	False	False	False	False	True
mdp.39015063543840	Broster, Dorothy Kathleen	The wounded name, | $c: by D. K. Broster.	1923	1923.0	1923.0	1.0	1.0	f	uk	True	Broster	Garden City, N. Y.|Doubleday, Page & company|1923.	False	False	False	False	False	False	True	False
mdp.39015005735421	Maugham, W. Somerset	Cakes and Ale	1935	1930.0	1930.0			m	uk		Maugham	Garden City, N. Y.|Doubleday, Doran & company, inc.|1935.	False	False	False	False	False	True	False	False
uc2.ark+=13960=t1td9qq24	Châteauclair, Wilfrid	The young seigneur;	1888	1888.0	1888.0			m	ca		Châteauclair	Montreal;W. Drysdale & co.;1888.	False	False	False	False	False	False	True	False
uc1.b250587	Sinclair, Catherine	Beatrice, or, The unknown relatives	1852	1852.0	1852.0			f	uk		Sinclair	London;R. Bentley;1852.	False	False	False	False	False	True	False	False
uc2.ark+=13960=t0qr4qx3n	Oppenheim, E Phillips	The hillman	1917	1917.0	1917.0	3.0	3.0	m	uk	True	Oppenheim	New York;A. L. Burt company;1917	False	False	False	False	False	False	True	False
mdp.39015005306348	Basso, Hamilton	The view from Pompey's Head	1954	1954.0		3.0	2.0			True	Basso	Garden City, N.Y.,Doubleday|1954.	False	False	False	False	False	False	False	True
dul1.ark+=13960=t2f77261f	Perce, Elbert	Gulliver Joi, his three voyages	1852	1851.0	1851.0			m	us		Perce	New York;Charles Scribner;1852.	False	False	False	False	False	False	True	False
uc1.b3124668	Hawthorne, Julian	The trial of Gideon	1886	1886.0	1886.0	2.0	2.0	m	us	True	Hawthorne	New York [etc.;Funk & Wagnalls;1886.	False	False	False	False	False	False	True	False
uc2.ark+=13960=t1wd3q923	Holmes, Oliver Wendell	Elsie Venner;	1861	1861.0	1861.0	15.0	2.0	m	us	True	Holmes	Boston;Ticknor and Fields;1861.	False	False	False	False	False	True	False	False
uc2.ark+=13960=t6n010f2h	Dorr, Julia C. R	Expiation	1873	1872.0	1872.0	1.0	1.0	f	us	True	Dorr	Philadelphia;J. B. Lippincott & Co.;1873.	False	False	False	False	False	False	True	False
uc2.ark+=13960=t17m0b24d	Brighouse, Harold	Hepplestall's	1922	1922.0	1922.0			m	uk		Brighouse	New York;McBride;c1922.	False	False	False	False	False	False	True	False
nyp.33433076043052	Roe, Edward Payson	An original belle	1880	1880.0	1880.0	6.0	6.0	m	us	True	Roe	London;Ward, Lock & Co., Ltd.;188-?	False	False	False	False	False	False	True	False
nyp.33433076059066	Porter, Eleanor H.	The road to understanding	1917	1917.0	1917.0	1.0	1.0			True	Porter	Boston;New York;Houghton Mifflin company;1917;(Cambridge;The Riverside Press)	False	False	False	False	False	False	False	True
mdp.39015059413149	Locke, William John,	Jaffery	1915	1915.0	1915.0						Locke	New York;John Lane company;London;John Lane;1915.	False	False	False	False	False	False	False	True
uc2.ark+=13960=t6tx37k6r	Vandegrift, Margaret	Ways and means	1886	1886.0	1886.0	1.0	1.0	f	us	True	Vandegrift	Philadelphia;Porter & Coats;1886.	False	False	False	False	False	False	True	False
uc1.b3326036	Slosson, Annie Trumbull	Dumb foxglove	1898	1898.0	1898.0			f	us		Slosson	New York and;London;Harper & brothers;1898.	False	False	False	False	False	True	False	False
mdp.39015030751815	Loeb, Harold	The professors like vodka | $c: [by] Harold Loeb.	1927	1927.0	1927.0	2.0	1.0	m	us	True	Loeb	New York|Boni & Liveright|1927.	False	False	False	False	False	False	True	False
mdp.39015005332708	Barnes, Margaret Ayer	Years of grace	1930	1930.0		4.0	2.0			True	Barnes	New York|Houghton Mifflin Company|1930.	False	False	False	False	False	False	False	True
uc2.ark+=13960=t2q52nv5t	Drury, Anna H	Deep waters	1862	1863.0	1863.0						Drury		False	False	False	False	False	False	True	False
mdp.39015035730640	Orwell, George	Animal Farm	1946	1945.0	1945.0	6.0	5.0	m	uk	True	Orwell	New York|Harcourt, Brace|1946	False	False	False	False	False	True	False	False
inu.30000123932489	O'Connor, Edwin	The edge of sadness	1961	1961.0		2.0	2.0			True	O'Connor	Franklin Center, Pa.|Franklin Library|1978, c1961.	False	False	False	False	False	False	False	True
dul1.ark+=13960=t98637h6g	Wells, H. G. (Herbert George)	The Time Machine	1895	1895.0	1895.0	2.0	1.0	m	uk	True	Wells	New York;H. Holt and Company;1895.	False	False	False	False	True	False	False	False
uc2.ark+=13960=t28912x1q	Hamel, Felix John	Harry Roughton, or, Reminiscences of a revenue officer	1859	1859.0	1859.0	2.0	2.0	m	uk	True	Hamel	London;Simpkin, Marshall & Co.;1859.	False	False	False	False	False	True	False	False
loc.ark+=13960=t16m3cg8z	Chittenden, L. E	An unknown heroine;	1893	1893.0	1893.0	2.0	2.0	m	us	True	Chittenden	New York;Richmond, Crosup & co.;1893.	False	False	False	False	False	False	True	False
njp.32101068168911	Fothergill, Jessie	The wellfields	1880	1880.0	1880.0	4.0	4.0	f	uk	True	Fothergill	London, Richard Bentley and Son;1880.	False	False	False	False	False	True	False	False
mdp.39015019073140	Heppenstall, Rayner	The Blaze of Noon	1962	1939.0	1939.0	3.0	3.0	m	uk	True	Heppenstall	London|Barrie and Rockliff|1962	False	False	False	False	False	True	False	False
nyp.33433074853197	Hope, Anthony,	Simon Dale	1897	1897.0		7.0	6.0			True	Hope	New York;F.A. Stokes Company;c1897	False	False	False	False	False	False	False	True
nyp.33433076045925	Miller, Alice Duer	The modern obstacle	1903	1903.0	1903.0	1.0	1.0	f	us	True	Miller	New York;Scribner;1903.	False	False	False	False	False	True	False	False
uiuo.ark+=13960=t6f198m6h	Cook, Dutton	Paul Foster's daughter	1861	1861.0	1861.0	3.0	3.0	m	uk	True	Cook	London;Hurst and Blackett;1861.	False	False	False	False	False	False	True	False
uc1.$b301179	Löhrke, Eugene	Night raid.	1941	1941.0	1941.0	1.0	1.0	m	uk	True	Löhrke	New York|H. Holt|c1941	False	False	False	False	False	False	True	False
mdp.39015010832841	Erdrich, Louise	Love medicine : a novel	1984	1984.0		1.0	1.0			True	Erdrich	Toronto|New York|Bantam Books|c1984.	False	True	False	False	False	False	False	False
uiuo.ark+=13960=t8gf1fh3r	Barrowcliffe, A. J	Trust for trust	1859	1859.0	1859.0	3.0	3.0	m	uk	True	Barrowcliffe	London;Smith, Elder & Co.;1859.	False	False	False	False	False	False	True	False
uc2.ark+=13960=t12n50h8q	Johnston, Mary	Audrey	1902	1902.0		2.0	2.0			True	Johnston	Boston;Houghton, Mifflin;1902.	False	False	False	False	False	False	False	True
mdp.39015065540034	Grey, Zane,	The mysterious rider;	1921	1921.0	1921.0	2.0	2.0			True	Grey	New York;London;Harper & brothers;1921	False	False	False	False	False	False	False	True
nyp.33433076065493	Herbert, Henry William	Wager of battle;	1855	1855.0	1855.0	1.0	1.0	m	uk	True	Herbert	New York;Mason brothers;1855.	False	False	False	False	False	False	True	False
nyp.33433082174727	Clemmer, Mary	Eirene;	1871	1870.0	1870.0			f	us		Clemmer	New York;G. P. Putnam & sons;1871.	False	False	False	False	False	False	True	False
mdp.39015056245924	Barnes, Djuna	Nightwood	1937	1936.0	1936.0	4.0	4.0	f	us	True	Barnes	New York|Harcourt, Brace and Co.|1937.	False	False	False	False	False	True	False	False
uc1.32106002017793	Thompson, Sylvia	The Hounds of Spring	1926	1926.0	1926.0	2.0	2.0	f	uk	True	Thompson	Boston|Little, Brown, and company|1926.	False	False	False	False	False	True	False	True
mdp.39015008386784	O'Flaherty, Liam	The House of Gold	1929	1929.0	1929.0			m	uk		O'Flaherty	London|Cape|1929.	False	False	False	False	False	True	False	False
nyp.33433074835400	Bellamy, Elizabeth W	The little Joanna	1876	1876.0	1876.0	1.0	1.0	f	us	True	Bellamy	New York;D. Appleton;1876.	False	False	False	False	False	False	True	False
mdp.39015042474208	Abbott, Eleanor Hallowell,	Molly make-believe	1910	1910.0	1910.0						Abbott	New York;Century;1910.	False	False	False	False	False	False	False	True
nyp.33433075747240	Eliot, George	Adam Bede	1859	1858.0	1859.0			f	uk		Eliot	New York|Harper & Brothers|1859	False	False	False	False	False	True	False	True
inu.39000003330680	Fothergill, Jessie	Probation	1879	1879.0	1879.0	6.0	6.0	f	uk	True	Fothergill	London;R. Bentley;1879.	False	False	False	False	False	True	False	False
uc2.ark+=13960=t21c1wq1g	Davis, M. E. M	The price of silence	1907	1907.0	1907.0			f	us		Davis	Boston;New York;Houghton, Mifflin and company;1907.	False	False	False	False	False	False	True	False
mdp.39015046832278	Hentz, Caroline Lee	The planter's northern bride	1970	1854.0		1.0	1.0			False	Hentz	Chapel Hill|University of North Carolina Press|1970	False	True	False	False	False	False	False	False
uc2.ark+=13960=t3jw86z32	Optic, Oliver	Haste and waste;	1866	1866.0	1866.0	1.0	1.0	m	us	True	Optic	Boston;Lee & Shepard;1868, c1866.	False	False	False	False	False	False	True	False
dul1.ark+=13960=t5x64812v	Skene, Felicia	Hidden depths	1866	1866.0	1866.0	2.0	2.0	f	uk	True	Skene	Edinburgh;Edmonston and Douglas;1866.	False	False	False	False	False	False	True	False
uc1.$b323515	Butler, Gerald	Mad with much heart | $c: [by] Gerald Butler.	1946	1945.0	1945.0	1.0	1.0	m	uk	True	Butler	New York|Rinehart & company, inc.|1946	False	False	False	False	False	False	True	False
uc2.ark+=13960=t0vq30t72	Crackanthorpe, Hubert	Sentimental studies, and A set of village tales	1895	1895.0	1895.0			m	uk		Crackanthorpe	London;Heinemann;1895.	False	False	False	False	False	True	False	False
mdp.39015032811435	Gilman, Charlotte Perkins	"""The yellow wall-paper"" and selected stories of Charlotte Perkins Gilman"	1994	1935.0		1.0	1.0			False	Gilman	Newark|University of Delaware Press|London|Associated University Presses|c1994.	True	True	False	False	False	False	False	False
mdp.39015057934351	Cain, James M	Mildred Pierce	1941	1941.0	1941.0			m	us		Cain	New York|A. A. Knopf|1941.	False	False	False	False	False	True	False	False
nyp.33433076049232	Pidgin, Charles Felton	Quincy Adams Sawyer and Mason's corner folks;	1900	1900.0	1900.0			m	us		Pidgin	Boston;C.M. Clark;1900.	False	False	False	False	False	False	True	False
mdp.39015058014633	Rand, Ayn	Atlas shrugged	1992	1957.0		1.0	1.0			False	Rand	New York, N.Y., U.S.A.|Dutton|1992.	False	False	False	False	False	False	False	True
uc1.b249543	Barr, Amelia Edith Huddleston	The lost silver of Briffault	1898	1898.0	1898.0			f	uk		Barr	New York;Dodd, Mead;1898, c1885.	False	False	False	False	False	False	True	False
uiuo.ark+=13960=t4gm8rt0b	Norris, W. E	A bachelor's blunder	1886	1886.0	1886.0	5.0	5.0	m	uk	True	Norris	London;Bentley;1886.	False	False	False	False	False	True	False	False
uva.x030825552	Dumas, Alexandre,	The three musketeers	1893	1844.0	1844.0						Dumas	Boston;Estes and Lauriat;1893.	False	False	False	False	False	False	False	True
uc1.32106008377712	Remarque, Erich Maria	The road back	1931	1931.0		5.0	5.0			True	Remarque	London|Putnam|1931	False	False	False	False	False	False	False	True
uc2.ark:/13960/t0zp3z764	Dickens, Charles,	The old curiosity shop	1840	1841.0	1841.0			m	uk		Dickens		False	False	False	False	False	False	False	True
uiuo.ark+=13960=t8pc3nw52	Yates, Edmund Hodgson	Land at last	1866	1866.0	1866.0	3.0	3.0	m	uk	True	Yates	London;Chapman and Hall;1866.	False	False	False	False	False	True	False	False
mdp.39015028625682	Perelaer, Michael Theophile Hubert	Baboe Dalima;	1888	1888.0	1888.0	1.0	1.0	m	dutch	True	Perelaer	London;Vizetelly & co.;1888.	False	False	False	False	False	False	True	False
pst.000007426209	Holmes, Marjorie	Two from Galilee	1972	1972.0		1.0	1.0			True	Holmes	New York|Bantam Books|1974, c1972.	False	False	False	False	False	False	False	True
uc1.b249782	Davis, Richard Harding,	The Princess Aline	1895	1895.0	1895.0						Davis	New York;Harper & brothers;1895.	False	False	False	False	False	False	False	True
uc1.$b245130	Tarkington, Booth	Mary's Neck	1932	1932.0		3.0	3.0			True	Tarkington	Garden City, N.Y.|Doubleday, Doran and company, inc.|1932.	False	False	False	False	False	False	False	True
uc2.ark+=13960=t81j9qx1h	Twain, Mark	Roughing it	1872	1872.0		21.0	3.0			True	Twain	Hartford, Conn.;American Publishing Company;Chicago;F.G. Gilman & Co., ...;1872.	True	True	False	False	False	False	False	False
uiuo.ark+=13960=t4th9616r	Carey, Rosa Nouchette	The old, old story	1894	1894.0	1894.0			f	uk		Carey	London;R. Bentley;1894.	False	False	False	False	False	False	True	False
mdp.39015009207724	Shulman, Max	Rally around the flag, boys	1957	1957.0		2.0	2.0			True	Shulman	Garden City|N. doubleday|1957.	False	False	False	False	False	False	False	True
mdp.39015049217741	Doyle, Arthur Conan,	Adventures of Sherlock Holmes	1892	1892.0	1892.0	35.0	11.0	m	uk	True	Doyle	New York;Harper & Bros.;1892.	False	False	False	False	False	False	False	True
uc1.b3326082	Smith, Francis Hopkinson,	Tom Grogan	1896	1896.0	1896.0						Smith	New York;Grosset & Dunlap;1896.	False	False	False	False	False	False	False	True
uc1.b3325619	Marsh-Caldwell, Anne	Castle Avon	1852	1852.0	1852.0			f	uk		Marsh-Caldwell	London;Colburn;1852.	False	False	False	False	False	True	False	False
uc2.ark+=13960=t84j0cp08	Montgomery, Florence	Seaforth	1879	1879.0	1879.0			f	uk		Montgomery	Philadelphia;J.B. Lippincott;1879.	False	False	False	False	False	False	True	False
mdp.39015000594930	O'Hara, John	Ten North Frederick	1955	1955.0		2.0	2.0			True	O'Hara	New York|Random House|1955.	False	False	False	False	False	False	False	True
uc2.ark+=13960=t5k932d0w	Johnston, Mary	To have and to hold	1900	1900.0		5.0	4.0			True	Johnston	Boston;and New York;Houghton, Mifflin and company;1900.	False	False	False	False	False	False	False	True
uc2.ark+=13960=t7cr5nx0k	Eggleston, Edward	The Hoosier school-master	1871	1871.0	1871.0	10.0	4.0	m	us	True	Eggleston	New York;Orange Judd;c1871.	False	False	False	False	False	True	False	False
uc2.ark+=13960=t20c4th85	Jewett, Sarah Orne	A white heron	1886	1886.0		2.0	2.0			True	Jewett	Boston;New York;Houghton, Mifflin and company;1886.	True	True	False	False	False	False	False	False
mdp.39015002717778	Rinehart, Mary Roberts,	Dangerous days	1919	1919.0	1919.0						Rinehart	New York;George H. Doran;c1919	False	False	False	False	False	False	False	True
njp.32101064632746	Sikes, Wirt	One poor girl	1869	1869.0	1869.0	1.0	1.0	m	us	True	Sikes	Philadelphia;J.B. Lippincott & Co.;1869.	False	False	False	False	False	False	True	False
uiuo.ark+=13960=t7cr63984	Besant, Walter	Children of Gibeon	1886	1886.0	1886.0	6.0	6.0	m	uk	True	Besant	London;Chatto & Windus;1886.	False	False	False	False	False	True	False	False
mdp.39015031231221	Deeping, Warwick	Old wine and new	1932	1932.0		1.0	1.0			True	Deeping	New York, A. A. Knopf|1932.	False	False	False	False	False	False	False	True
uc1.32106002184684	Rechy, John	City of night	1964	1964.0		1.0	1.0			True	Rechy	London|MacGibbon & Kee|1964	False	False	False	False	False	False	False	True
mdp.39015030850682	Breslin, Jimmy	The gang that couldn't shoot straight	1969	1969.0		1.0	1.0			True	Breslin	New York|Viking Press|1969	False	False	False	False	False	False	False	True
nyp.33433074857800	Neil, Ross	The heir expectant	1870	1870.0	1870.0	1.0	1.0	f	uk	True	Neil	New York;Harper & Bros.;1870.	False	False	False	False	False	True	False	False
uiuo.ark+=13960=t3jw8nr85	Allen, Grant	The scallywag	1893	1893.0	1893.0			m	ca		Allen	London;Chatto & Windus, Piccadilly;1893;(Guildford;Billing and Sons, printers)	False	False	False	False	False	True	False	False
nyp.33433075752133	Winter, John Strange	Private Tinker	1895	1895.0	1895.0	1.0	1.0	f 	uk	True	Winter	New York and London;F. A. Stokes company;c1895	False	False	False	False	False	False	True	False
dul1.ark:/13960/t9572983r	Ingoldsby, Thomas,	The Ingoldsby legends	1848	1840.0	1840.0						Ingoldsby		False	False	False	False	False	False	False	True
mdp.39015020690858	Crichton, Michael	The Andromeda strain	1969	1969.0		2.0	2.0			True	Crichton	New York|Knopf; [distributed by Random House|1969.	False	False	False	False	False	False	False	True
mdp.39015059415789	Nicholson, Meredith	The port of missing men	1907	1907.0	1907.0			m	us		Nicholson	Indianapolis|The Bobbs-Merrill company|1907	False	False	False	False	False	False	True	True
mdp.39015063549037	Fox, John,	The heart of the hills	1913	1913.0	1913.0	2.0	2.0			True	Fox	New York;C. Scribner's sons;1913.	False	False	False	False	False	False	False	True
uiuo.ark+=13960=t3cz3kz69	Gibbon, Charles	Robin Gray	1869	1869.0	1869.0	3.0	3.0	m	uk	True	Gibbon	London;Blackie & Son;1869.	False	False	False	False	False	False	True	False
osu.32435009565813	Barretto, Larry	To Babylon / | $c: by Larry Barretto.	1925	1925.0	1925.0	1.0	1.0	m	us	True	Barretto	Boston|Little, Brown, and Company|1925.	False	False	False	False	False	False	True	False
mdp.39015007021986	Shaw, Irwin	Rich man, poor man	1970	1970.0		1.0	1.0			True	Shaw	New York|Delacorte Press|1970.	False	False	False	False	False	False	False	True
mdp.39076006273952	Porter, Katherine Anne	Ship of fools	1962	1962.0		1.0	1.0			True	Porter	Boston|Little, Brown|1962	False	False	False	False	False	False	False	True
mdp.39015002141011	MacInnes, Helen	Neither five nor three.	1951	1949.0	1949.0	1.0	1.0	f	uk	True	MacInnes	New York|Harcourt, Brace|1951	False	False	False	False	False	False	True	False
uc1.b3325538	Mallock, W. H	The heart of life	1895	1895.0	1895.0			m	uk		Mallock	London;Chapman & Hall;1895.	False	False	False	False	False	True	False	False
uiuo.ark+=13960=t7tm7kq3x	Edwards, Harry Bennett	A tantalus cup;	1879	1879.0	1879.0	3.0	3.0			True	Edwards	London;S. Tinsley;1879.	False	False	False	False	False	False	True	False
nyp.33433076055130	Poole, Ernest	His family	1917	1917.0		4.0	4.0			True	Poole	New York;Macmillan;1917.	False	False	False	False	False	False	False	True
